464,403,522,413,515,450,457,444,0.90720826
385,383,461,396,454,437,378,424,0.94148153
133,368,175,388,168,404,126,384,0.7247195
162,361,185,372,176,390,154,379,0.7397397
145,344,167,352,159,376,136,368,0.67907286
417,327,500,340,493,387,410,374,0.92563784
450,292,486,305,473,344,437,331,0.86181605
398,287,445,296,437,332,391,322,0.917165
513,258,568,284,546,330,492,303,0.88551444
453,236,510,250,496,309,439,294,0.8469226
342,186,396,197,387,246,333,235,0.8630718
547,187,576,202,550,256,520,241,0.86850935
407,174,468,200,439,270,378,244,0.84183145
475,171,536,185,523,248,461,234,0.8758378
383,130,413,133,410,171,379,168,0.85974616
349,125,379,125,379,166,349,166,0.8556897
471,121,534,138,526,167,463,151,0.88539284
428,120,467,126,463,153,424,147,0.8691212
398,95,430,99,424,140,393,135,0.7661926
373,95,395,98,390,140,367,137,0.73496765
310,87,370,97,364,137,304,128,0.8749041
448,79,486,85,482,113,443,107,0.87567073
392,52,422,56,420,77,389,72,0.8699477
426,45,471,49,468,87,423,84,0.9065592
359,48,390,52,387,73,356,68,0.84773165
474,42,531,48,527,89,469,82,0.892379
