138,312,179,312,179,341,138,341,0.7800183
182,309,218,309,218,351,182,351,0.82623273
330,175,391,177,390,195,330,193,0.8591324
397,173,476,177,475,194,396,190,0.84498996
447,155,493,155,493,176,447,176,0.85208845
407,155,445,155,445,172,407,172,0.85651106
478,101,565,100,566,149,479,151,0.91707325
416,103,492,103,492,138,416,138,0.8205364
415,65,479,67,478,94,415,92,0.9217994
44,52,78,52,78,66,44,66,0.87352777
1,52,37,52,37,64,1,64,0.88156384
0,31,36,29,36,41,0,43,0.8573197
41,30,83,28,84,44,42,46,0.85977733
342,25,372,25,372,40,342,40,0.85169417
312,24,338,24,338,40,312,40,0.9148658
95,21,140,24,139,38,94,35,0.8189978
464,12,498,12,498,29,464,29,0.91960925
502,11,527,11,527,33,502,33,0.88669455
0,9,35,9,35,21,0,21,0.9253242
39,8,72,6,72,25,40,27,0.8405095
235,5,268,5,268,20,235,20,0.9321312
204,5,232,5,232,20,204,20,0.90319145
341,2,378,2,378,19,341,19,0.85628307
310,2,338,2,338,20,310,20,0.8959197
