489,374,542,374,542,384,489,384,0.6449261
412,362,496,367,495,381,411,376,0.55968654
492,358,542,358,542,368,492,368,0.7964918
486,344,548,344,548,356,486,356,0.80681324
64,122,114,112,118,133,68,143,0.77538633
110,114,154,114,154,134,110,134,0.9071813
50,92,104,90,105,114,51,116,0.8349768
94,91,152,89,153,112,96,115,0.8834887
151,71,190,69,191,89,152,91,0.8758706
117,73,159,68,161,89,119,94,0.7796671
521,67,539,64,541,80,524,83,0.8223048
541,69,559,64,562,74,543,79,0.7678981
502,45,531,39,534,53,505,59,0.8684997
535,31,551,30,553,52,536,53,0.84845906
