395,297,445,297,445,341,395,341,0.93139845
322,279,386,279,386,341,322,341,0.9407953
97,271,188,273,187,324,97,323,0.94945395
19,271,92,272,91,323,17,321,0.9517054
197,256,327,277,313,360,184,339,0.92677414
450,268,500,264,507,342,457,346,0.9059399
107,198,200,198,200,243,107,243,0.96385974
31,195,100,196,99,244,30,242,0.9475582
250,177,374,198,362,272,238,250,0.92732865
313,122,445,123,444,191,312,189,0.95151234
149,135,179,133,180,157,150,158,0.7409197
184,130,214,131,213,154,183,152,0.7535774
7,48,159,48,159,111,7,111,0.94486433
171,30,288,34,286,116,169,113,0.9492013
