26,221,58,221,58,241,26,241,0.9085436
47,211,87,211,87,227,47,227,0.8006148
26,194,58,194,58,215,26,215,0.93333113
42,144,117,152,114,177,39,169,0.90020686
123,140,151,142,149,170,121,169,0.8984906
311,131,352,132,351,151,311,149,0.89318985
238,128,307,134,305,155,236,149,0.9213444
48,99,122,107,120,132,45,124,0.88927203
311,101,341,101,341,126,311,126,0.9033494
127,99,175,99,175,131,127,131,0.933121
241,98,309,105,306,126,239,119,0.8790664
103,73,162,74,161,104,102,103,0.9261301
253,70,321,76,319,97,251,91,0.8875835
219,68,255,68,255,92,219,92,0.8862354
181,68,216,68,216,87,181,87,0.9175977
257,42,323,48,321,68,255,62,0.8461192
108,30,166,31,166,61,107,60,0.91951954
246,21,311,23,311,40,246,39,0.8770096
317,16,354,18,353,41,316,40,0.87967366
194,12,243,13,243,40,193,38,0.91383654
59,5,115,7,114,37,57,35,0.9166885
123,3,190,11,187,39,120,30,0.90181303
