193,580,222,580,222,596,193,596,0.8927206
164,579,188,579,188,597,164,597,0.85991675
30,562,67,562,67,579,30,579,0.73271716
2,554,39,554,39,573,2,573,0.7699804
19,533,65,539,62,565,15,559,0.8752836
142,201,222,174,228,193,148,220,0.7677804
91,183,158,159,164,176,97,200,0.81411743
75,161,140,134,147,153,83,180,0.747389
99,117,133,100,141,118,107,134,0.7304899
77,37,99,39,97,60,74,57,0.79206747
58,33,80,39,73,66,51,60,0.7579581
128,29,156,29,156,40,128,40,0.8358879
84,5,107,8,103,36,81,33,0.811404
128,8,156,8,156,20,128,20,0.8710171
64,1,86,5,81,32,59,28,0.80783737
