456,267,491,273,488,295,453,289,0.89315915
501,255,529,255,529,278,501,278,0.9473858
454,247,486,247,486,264,454,264,0.90852803
501,224,529,224,529,248,501,248,0.896799
500,195,529,193,530,217,501,219,0.8443864
486,180,505,180,505,203,486,203,0.8842112
461,179,484,180,483,204,460,203,0.8748572
488,147,510,147,510,171,488,171,0.90609324
452,143,485,148,481,177,448,172,0.8558389
453,116,486,120,482,148,450,144,0.8999452
488,118,510,118,510,142,488,142,0.9144834
180,58,198,58,198,70,180,70,0.8503554
158,53,178,53,178,74,158,74,0.9173959
199,35,216,36,214,56,197,54,0.8254649
181,35,198,37,196,56,179,54,0.805121
19,26,66,29,65,53,17,50,0.8890299
165,26,185,26,185,48,165,48,0.8994781
202,20,227,20,227,36,202,36,0.90949106
49,21,74,19,75,35,49,36,0.80213064
186,15,201,16,199,39,185,38,0.7825911
2,11,28,9,29,27,3,29,0.85689306
32,10,51,10,51,27,32,27,0.86267656
218,3,241,3,241,12,218,12,0.507928
