120,315,201,315,201,332,120,331,0.84573025
254,312,317,306,319,331,256,336,0.8362866
61,308,113,308,113,328,61,328,0.817072
208,306,248,304,249,333,209,335,0.91546905
329,287,403,288,402,310,328,309,0.9074691
248,287,318,287,318,310,248,310,0.9304804
130,274,251,276,250,305,130,304,0.9235986
2,269,114,271,113,316,1,313,0.7763016
442,262,472,262,472,276,442,276,0.87179905
403,262,438,262,438,275,403,275,0.8829435
330,252,393,252,393,275,330,275,0.90610766
250,252,319,252,319,274,250,274,0.94699293
338,164,379,167,378,180,338,178,0.8441317
293,158,339,160,338,179,292,177,0.87044746
345,139,375,140,374,154,344,153,0.8594898
321,139,343,137,345,157,323,160,0.82491994
