411,412,461,417,460,432,410,428,0.7909024
323,335,336,322,344,330,331,344,0.5770937
148,179,187,189,180,213,142,203,0.745858
493,72,536,70,537,96,494,98,0.8849903
531,70,549,63,559,91,541,97,0.7797932
480,42,525,45,524,71,478,68,0.8509734
518,37,549,37,549,64,518,64,0.808616
374,30,447,30,447,61,374,61,0.87559026
509,14,550,21,547,40,506,33,0.80358255
386,11,427,11,427,30,386,30,0.8293084
488,15,503,9,515,36,500,43,0.8173042
352,14,389,4,396,32,360,42,0.78938687
433,17,460,2,485,49,459,64,0.837765
318,13,340,0,357,32,335,44,0.8450056
