391,526,445,532,442,559,388,553,0.84753543
451,525,493,529,491,556,449,551,0.87595063
508,512,545,517,542,538,505,533,0.8034891
327,513,363,515,361,540,325,537,0.8682632
483,514,505,516,504,531,482,528,0.7823173
261,512,322,517,321,536,259,531,0.8404402
509,492,526,492,526,510,509,510,0.77817386
332,489,391,493,390,513,330,508,0.84923613
485,490,506,490,506,506,485,506,0.76280683
262,483,328,488,326,508,261,502,0.8152351
450,473,476,473,476,488,450,488,0.7952604
480,470,507,472,506,490,478,488,0.8167615
271,466,332,466,332,488,271,488,0.78782654
339,436,369,439,367,454,337,451,0.7504208
274,432,333,435,331,454,273,450,0.79178935
40,333,70,337,68,354,37,350,0.7946143
5,295,46,299,45,316,3,312,0.8280039
5,272,47,276,45,293,3,288,0.8342156
