56,295,92,294,92,314,57,316,0.91271603
65,266,101,265,101,286,65,287,0.9160484
172,258,196,236,206,248,182,270,0.7755797
155,263,183,235,194,246,166,273,0.71604985
180,209,201,209,201,240,180,240,0.7631582
169,195,196,185,204,207,176,217,0.788828
172,159,197,152,202,174,177,180,0.7834564
338,99,408,106,404,138,335,130,0.9186646
418,96,471,100,469,135,416,132,0.92291445
201,100,266,98,266,118,201,120,0.90025437
273,97,313,96,314,118,274,119,0.9199691
206,64,271,62,272,82,206,84,0.8994393
280,59,306,59,306,84,280,84,0.92342174
337,58,392,57,392,71,337,72,0.8843125
466,50,528,48,529,82,467,84,0.93499684
212,28,276,27,276,46,213,47,0.9316607
283,26,311,25,312,47,284,48,0.9033918
358,18,408,20,406,53,357,51,0.9268794
318,21,351,20,352,46,319,48,0.90650475
