353,339,403,340,402,365,352,364,0.9146502
81,327,123,330,121,358,78,355,0.88505405
118,324,155,320,159,354,122,358,0.8887604
391,302,446,303,446,330,391,328,0.92730373
354,296,389,296,389,323,354,323,0.9087418
172,288,219,299,212,327,166,316,0.88204914
71,288,115,293,112,324,67,319,0.8963262
115,280,180,291,174,327,108,316,0.9001483
82,239,149,232,156,292,89,300,0.921527
153,239,201,231,211,293,164,300,0.90443283
408,232,460,232,460,285,408,285,0.94056475
345,230,400,232,398,286,343,284,0.94409937
142,155,235,154,236,207,143,208,0.9477691
241,156,307,153,308,208,243,210,0.93645567
61,156,132,146,142,216,72,227,0.93252033
110,60,158,55,164,108,116,113,0.8611737
37,56,118,47,127,128,47,137,0.9366857
162,62,187,60,191,107,166,109,0.9086699
