107,566,178,562,179,576,108,579,0.7410517
45,254,80,285,64,304,29,273,0.6705246
113,246,133,281,116,292,95,257,0.58784616
59,249,83,246,87,279,63,282,0.5059093
131,241,159,268,145,283,117,256,0.6741298
84,224,106,229,102,248,80,243,0.61228997
92,183,115,215,101,226,77,194,0.6689139
0,198,44,185,49,205,1,217,0.7784781
0,176,43,160,49,178,3,195,0.769646
0,153,43,135,49,154,4,171,0.7896865
246,125,286,124,287,139,247,141,0.8151462
251,104,302,103,302,116,251,118,0.7711269
254,82,300,80,300,94,254,95,0.767246
192,77,250,76,250,100,193,102,0.8699598
256,60,307,58,308,74,257,77,0.81557894
0,68,42,58,45,71,3,81,0.75860375
46,55,84,47,87,62,49,70,0.80152655
198,44,254,44,254,69,198,69,0.8940878
0,47,42,37,45,50,3,60,0.78794557
45,39,89,26,93,41,49,55,0.778854
255,16,293,16,293,40,255,40,0.88461316
195,13,249,13,249,35,195,35,0.9141691
1,29,90,5,93,16,3,39,0.7553388
