214,287,268,293,265,318,211,312,0.90348107
171,286,206,290,204,312,168,308,0.8236681
103,245,198,258,192,303,97,290,0.88730115
27,232,93,237,89,283,24,278,0.9298382
230,216,295,234,287,264,222,246,0.9210947
107,183,195,190,190,245,102,237,0.92123127
35,175,98,180,94,226,31,221,0.9239817
362,87,431,73,439,113,369,126,0.9427101
438,77,474,71,480,106,444,112,0.90355325
400,35,442,33,443,56,401,58,0.8664236
354,40,400,30,405,53,359,63,0.8722352
458,27,484,22,489,48,463,53,0.86434156
487,22,512,16,520,47,494,54,0.85055375
351,13,395,4,399,27,355,36,0.8883222
396,9,436,4,438,22,398,26,0.8468734
