487,345,531,343,532,377,488,378,0.89619774
436,346,480,346,480,371,436,371,0.9082786
436,302,481,302,481,328,436,328,0.9253597
488,302,533,302,533,327,488,327,0.9224661
455,256,499,256,499,284,455,284,0.91507983
19,162,49,158,54,196,24,199,0.88120097
15,134,48,134,48,167,15,167,0.8236577
12,105,91,105,91,138,12,138,0.9117911
340,101,377,100,378,123,341,125,0.91888577
384,96,443,106,439,132,379,121,0.890408
74,77,139,76,139,107,74,108,0.9150095
8,75,73,75,73,108,8,108,0.9145191
338,62,377,62,377,85,338,85,0.94193655
148,59,201,59,201,93,148,93,0.9250756
206,59,276,67,273,92,203,84,0.9157021
384,46,444,54,439,94,379,86,0.9101797
72,46,126,46,126,78,72,78,0.9310075
3,43,71,45,70,79,3,78,0.9282916
380,22,424,20,425,48,381,50,0.872069
337,21,377,21,377,46,337,46,0.9210032
161,15,215,15,215,50,161,50,0.928279
67,14,121,12,122,48,68,50,0.9234682
1,9,67,9,67,48,1,48,0.93626195
