570,335,600,347,593,372,561,360,0.85356784
82,324,129,324,129,348,82,348,0.8673572
19,320,80,328,76,357,15,349,0.9050495
157,314,201,313,202,338,158,340,0.88509816
91,290,129,286,131,310,93,313,0.8560872
31,284,90,292,86,319,27,311,0.898302
155,286,201,286,201,309,155,309,0.8921789
206,285,244,285,244,303,206,303,0.88056123
454,260,515,291,498,326,437,296,0.8967518
157,257,203,257,203,280,157,280,0.91905403
208,257,245,257,245,275,208,275,0.87216276
93,253,151,260,148,282,91,275,0.865636
32,249,90,257,86,284,28,276,0.8991801
408,230,456,251,439,290,391,269,0.8991157
168,230,214,230,214,252,168,252,0.8869218
309,217,344,234,333,256,298,238,0.84562004
106,218,145,221,142,248,104,244,0.8580314
43,214,105,222,101,249,40,241,0.8676092
348,210,403,235,389,266,334,240,0.90731305
499,184,600,247,577,324,459,262,0.8815289
170,205,211,203,212,224,171,225,0.869921
320,188,354,205,344,226,309,209,0.8850432
102,186,139,186,139,208,102,208,0.88683677
43,183,100,190,97,215,40,208,0.9050874
398,174,451,198,432,239,379,214,0.91289437
169,175,226,178,225,199,168,196,0.9037991
360,172,390,184,380,208,350,195,0.8681238
324,154,361,172,350,193,314,175,0.8520465
100,148,172,157,167,193,95,183,0.9035146
53,146,95,146,95,183,53,183,0.90846795
466,137,514,159,495,202,446,179,0.9147885
373,140,401,153,390,177,362,164,0.84162354
336,122,372,140,361,163,324,145,0.89263093
403,114,459,142,442,175,386,148,0.9217598
63,98,103,99,102,134,61,133,0.8990745
104,92,171,92,171,132,104,132,0.93189085
465,76,547,117,524,163,442,122,0.9141632
4,80,46,80,46,100,4,100,0.9468681
82,77,110,80,108,107,80,105,0.78479224
48,79,79,79,79,101,48,101,0.845733
71,51,109,51,109,87,71,87,0.8977781
111,48,175,48,175,85,111,85,0.962801
380,32,458,72,434,118,356,79,0.9134059
33,47,76,47,76,67,33,67,0.8712198
29,12,74,14,73,40,28,38,0.89070284
81,11,106,15,101,41,77,37,0.8645627
