507,367,551,367,551,391,507,391,0.8753817
484,354,521,354,521,374,484,374,0.90299076
545,352,589,351,590,369,545,370,0.8361551
508,336,550,336,550,358,508,358,0.9396279
36,241,85,237,87,256,38,261,0.864739
91,232,129,229,131,254,93,257,0.8917185
136,231,175,231,175,247,136,247,0.86401576
179,230,221,227,222,240,180,243,0.8615814
145,206,184,207,183,223,145,222,0.8580329
82,179,108,182,106,198,80,196,0.834787
27,175,78,181,76,194,25,187,0.81159604
85,158,122,163,120,176,84,172,0.7885388
31,151,81,159,79,172,29,165,0.7506917
156,140,209,136,211,159,158,164,0.887729
17,126,54,130,52,151,14,147,0.87433916
61,121,115,136,107,166,53,151,0.8799759
202,123,244,123,244,137,202,137,0.8808511
155,116,198,112,201,137,157,140,0.8773293
