451,348,499,348,499,363,451,363,0.86378795
405,346,444,349,443,370,404,368,0.8843295
120,344,151,344,151,360,120,360,0.91432214
2,341,45,341,45,364,2,364,0.956484
52,340,107,347,104,365,49,358,0.8774964
239,319,312,318,312,362,240,363,0.9377037
43,322,100,321,100,341,43,342,0.9179826
164,318,229,317,229,352,165,354,0.9313619
120,317,151,317,151,333,120,333,0.9245388
0,310,43,310,43,334,0,334,0.9334082
19,261,77,261,77,298,19,298,0.9483368
85,255,158,265,152,309,79,298,0.93826747
126,112,180,109,181,126,127,128,0.8789575
187,105,212,105,212,122,187,122,0.8790456
21,101,73,100,74,118,21,120,0.895929
80,96,117,95,118,117,81,119,0.9078497
45,80,90,79,90,96,45,98,0.8911738
0,75,37,73,39,98,1,100,0.90036887
163,71,195,71,195,85,163,85,0.8997581
200,68,252,71,250,88,198,85,0.8577471
