29,267,58,269,57,288,28,286,0.8772331
2,268,25,268,25,284,2,284,0.8912145
3,246,25,246,25,262,3,262,0.8880929
29,244,72,244,72,262,29,262,0.92497844
28,225,61,225,61,243,28,243,0.8779432
2,225,25,225,25,241,2,241,0.884671
45,198,111,195,112,227,47,231,0.91213727
1,162,44,164,44,194,1,193,0.93332094
45,154,111,148,113,181,47,186,0.9215558
0,109,117,95,124,153,0,167,0.54775953
3,69,71,78,66,114,0,104,0.91499436
238,49,272,53,270,73,236,69,0.88123274
189,49,232,49,232,70,189,70,0.92188776
4,27,71,37,66,73,0,63,0.92922807
251,31,290,31,290,50,251,50,0.90947145
204,30,247,31,246,49,204,48,0.90858227
