289,388,341,391,341,402,288,399,0.8158787
292,369,341,371,341,384,292,381,0.8013554
4,221,38,211,43,229,9,239,0.85834765
5,195,40,183,45,198,10,210,0.8357535
21,146,45,148,44,158,20,155,0.75458044
1,139,24,142,22,156,0,153,0.8110335
2,123,77,125,77,145,2,144,0.70202124
24,103,60,106,58,125,23,123,0.8738895
4,102,27,110,20,130,0,122,0.82322943
57,103,84,104,83,120,56,118,0.84841055
1,85,30,83,32,101,3,103,0.82445294
52,80,65,86,57,107,43,102,0.7840757
35,78,50,85,40,106,25,99,0.74440944
38,64,69,59,72,79,41,83,0.7836915
25,55,47,65,37,85,16,75,0.86758405
48,35,76,35,76,59,48,59,0.73599106
31,31,54,41,45,62,22,52,0.84428006
83,30,99,36,89,61,73,55,0.7935417
68,5,93,12,85,40,61,34,0.6981525
46,5,69,15,58,38,35,28,0.8297655
