400,162,432,162,432,175,400,175,0.87897563
398,141,430,141,430,154,398,154,0.8700265
382,59,414,67,410,86,378,78,0.88492405
265,51,320,51,320,72,265,72,0.91568595
328,50,357,50,357,72,328,72,0.94416106
116,41,140,41,140,55,116,55,0.8497538
144,40,179,40,179,54,144,54,0.87495726
58,37,86,37,86,54,58,54,0.8801747
447,33,501,33,501,57,447,57,0.9302307
5,33,54,40,51,60,3,53,0.87543356
411,33,443,33,443,58,411,58,0.9190281
382,34,413,38,411,54,380,50,0.8845641
188,29,235,31,235,43,187,41,0.85599977
134,22,168,22,168,38,134,38,0.89948857
93,22,129,22,129,38,93,38,0.9045118
330,19,387,19,387,39,330,39,0.90882236
268,19,323,19,323,38,268,38,0.9144957
393,14,430,14,430,33,393,33,0.94096416
435,12,471,13,471,34,434,33,0.8945667
11,5,59,13,56,33,8,25,0.8580229
