555,364,577,361,580,378,557,381,0.81875277
557,337,577,335,580,352,559,355,0.8121457
158,326,182,310,191,325,167,341,0.7662791
155,299,174,288,183,302,163,314,0.65869516
18,254,33,255,31,290,16,290,0.5808967
1,82,107,81,108,128,2,130,0.9354605
124,80,275,83,274,128,123,126,0.8971957
168,51,321,60,320,89,167,80,0.8908546
79,49,156,52,155,82,77,80,0.8933815
455,48,495,46,496,76,456,77,0.89556503
398,40,449,40,449,76,398,76,0.96268564
125,32,168,32,168,55,125,55,0.903074
25,28,117,26,118,53,25,55,0.8983735
224,20,312,21,311,58,224,57,0.94195217
323,18,387,20,385,66,321,64,0.9378649
