254,569,277,569,277,592,254,592,0.82735467
227,561,252,562,250,585,226,584,0.8099087
253,540,300,553,295,570,249,557,0.8067355
225,534,251,537,249,559,223,557,0.7694411
246,511,306,520,302,547,242,538,0.870664
149,503,240,506,239,537,148,534,0.8875854
60,488,94,493,92,508,58,503,0.75057256
158,485,207,493,205,507,156,499,0.75322574
21,482,56,487,54,502,20,497,0.7753973
99,470,153,479,151,497,97,489,0.8506539
167,456,258,471,254,498,163,483,0.8634265
127,335,203,337,202,361,127,359,0.8160027
64,334,119,337,118,365,63,362,0.84373707
13,332,69,336,67,371,11,368,0.86832494
81,305,148,297,151,322,83,330,0.8277387
35,294,88,298,86,331,33,327,0.84037346
101,269,153,262,156,285,104,292,0.834684
57,256,109,264,104,297,53,289,0.8146966
156,253,204,260,201,286,152,279,0.86928004
104,227,135,234,131,252,100,244,0.7763137
262,201,363,204,361,252,260,249,0.91868347
20,165,62,168,60,187,18,184,0.831937
19,146,60,146,60,163,19,163,0.8820999
108,133,215,143,212,179,105,169,0.89950186
220,127,362,127,362,172,220,172,0.85542756
199,79,381,76,381,129,199,131,0.89980197
296,41,351,51,346,77,292,67,0.851317
176,28,266,33,264,75,174,70,0.89318156
296,15,349,24,345,49,292,40,0.8872091
47,6,157,12,154,69,44,63,0.9242426
