324,270,392,268,393,304,325,305,0.933267
404,268,459,273,456,308,400,303,0.8939337
470,267,505,267,505,285,470,285,0.9411223
511,263,565,263,565,284,511,284,0.9330131
360,249,412,255,409,277,357,271,0.90045035
303,248,357,255,354,277,300,270,0.8989528
483,238,524,238,524,255,483,255,0.90924096
132,242,173,225,182,245,141,263,0.91148806
118,216,160,198,168,219,127,236,0.89544106
103,189,146,171,155,192,111,210,0.8782796
7,165,37,161,40,182,10,186,0.86315554
0,163,7,163,7,183,0,183,0.72198075
36,156,61,157,60,172,35,171,0.8238163
6,137,28,139,27,156,4,155,0.8901358
28,138,41,138,41,158,28,158,0.7954429
38,133,56,133,56,151,38,151,0.6582779
29,119,45,119,45,138,29,138,0.84065884
45,119,58,118,59,138,47,139,0.81662726
4,111,26,111,26,129,4,129,0.9000242
136,89,181,102,174,128,129,115,0.9019996
248,86,286,97,279,120,242,109,0.8823782
207,84,242,95,237,112,202,102,0.8745007
106,77,131,81,125,114,100,110,0.9014936
284,75,322,86,316,108,277,97,0.87192047
407,68,442,68,442,90,407,90,0.9182475
137,65,202,83,196,103,131,85,0.8716582
244,63,281,75,275,92,239,80,0.8682912
291,52,336,64,331,80,287,67,0.90954155
251,38,288,49,283,66,246,55,0.8992598
152,31,242,56,233,90,142,65,0.9107417
407,38,442,38,442,60,407,60,0.9224838
79,18,141,34,134,63,72,46,0.8743326
