519,191,554,192,553,209,518,208,0.89536256
478,185,515,188,514,203,477,201,0.86554307
395,179,446,184,445,199,394,195,0.88442427
155,177,197,178,197,195,155,194,0.8663771
108,178,148,178,148,194,108,194,0.9149505
358,170,388,174,386,195,356,192,0.9067807
473,161,510,164,509,179,472,176,0.8934417
66,148,124,148,124,165,66,165,0.9152592
506,142,533,145,532,159,505,156,0.8086221
469,137,506,141,505,154,467,150,0.85586727
379,135,410,138,408,153,378,151,0.87956065
416,131,448,134,446,157,414,155,0.8810149
295,125,373,130,372,149,294,144,0.89889616
1,118,29,118,29,140,1,140,0.90490365
411,118,452,121,451,138,410,135,0.8654533
375,108,407,108,407,134,375,134,0.9093504
298,103,325,104,324,122,297,121,0.873133
114,103,146,103,146,118,114,118,0.9395997
152,102,170,102,170,119,152,119,0.88601214
257,100,294,102,293,117,256,115,0.86947674
1,92,30,91,31,114,2,115,0.9094074
36,89,80,88,80,113,36,114,0.9020637
115,79,147,79,147,95,115,95,0.9232005
152,79,170,79,170,96,152,96,0.91102517
389,67,433,67,433,89,389,89,0.84438014
1,66,30,65,31,87,2,89,0.8811954
480,45,533,49,531,74,478,70,0.8940132
429,36,466,37,465,67,428,66,0.92718583
382,38,425,38,425,60,382,60,0.9435207
33,31,66,28,68,55,35,57,0.89138836
71,27,142,28,141,57,71,55,0.87902737
150,25,177,25,177,53,150,53,0.89102566
318,19,382,19,382,47,318,47,0.9206827
262,19,310,19,310,48,262,48,0.96212935
102,14,129,11,131,25,104,28,0.8119756
133,12,165,8,167,22,134,25,0.7949206
