484,398,503,398,503,414,484,414,0.74790096
503,395,549,394,550,414,504,415,0.8792913
343,371,391,373,391,396,342,395,0.8863329
393,371,496,366,498,397,394,403,0.85696286
507,360,537,358,539,395,509,397,0.87042695
471,343,506,347,504,365,469,361,0.7931055
441,343,470,347,468,365,438,361,0.7891099
395,336,443,336,443,360,395,360,0.9273381
353,334,391,334,391,366,353,366,0.92169034
474,321,508,327,505,343,472,337,0.8240702
440,319,473,319,473,338,440,338,0.8734375
392,296,441,298,440,330,391,328,0.9143695
350,297,389,297,389,329,350,329,0.9486925
5,235,61,226,67,265,11,274,0.8957772
64,233,116,227,120,260,67,266,0.9133146
162,226,195,223,197,239,164,242,0.8775991
196,222,232,217,234,235,198,240,0.8634281
76,218,114,214,116,232,78,236,0.8142889
242,214,248,213,250,224,244,224,0.6575695
247,213,261,209,266,225,252,229,0.7817838
109,211,134,205,140,230,116,236,0.7913798
183,205,220,205,220,222,183,222,0.85738707
217,198,229,196,233,217,220,219,0.7184873
64,173,98,176,97,191,63,189,0.8843447
26,172,61,174,60,189,25,187,0.8582337
3,166,26,166,26,189,3,189,0.86488247
318,158,351,160,350,178,317,177,0.8640485
79,157,113,159,112,175,78,172,0.8471652
50,157,76,157,76,177,50,177,0.85577136
283,152,316,154,315,177,282,176,0.88613015
35,140,52,140,52,163,35,163,0.8620889
1,138,33,140,32,161,0,160,0.88203686
67,115,100,117,99,135,66,134,0.877292
19,114,61,115,60,128,18,127,0.84272426
44,39,90,43,88,66,42,63,0.8626601
126,21,203,25,201,67,123,63,0.9235392
