275,508,319,508,319,531,275,531,0.858037
236,503,277,513,269,544,229,533,0.8473063
478,499,513,512,508,524,474,510,0.7201509
303,493,355,490,357,515,304,518,0.871884
449,488,474,495,471,508,445,501,0.805003
479,480,521,495,516,509,474,494,0.8172687
450,471,475,478,471,491,446,484,0.7918777
1,77,74,68,78,104,5,113,0.8915039
78,68,127,66,128,100,80,102,0.8703987
84,33,125,33,125,64,84,64,0.9227489
5,32,77,23,82,59,9,68,0.8913285
179,17,244,26,239,66,174,58,0.90074897
247,16,299,16,299,52,247,52,0.9200987
413,16,446,19,443,48,410,44,0.8322076
448,13,492,21,487,48,443,40,0.8371119
