354,339,389,360,376,382,341,361,0.87359357
333,292,376,314,366,334,323,312,0.87296355
349,270,392,291,381,312,339,291,0.85632783
425,263,460,263,460,285,425,285,0.9324755
468,251,526,251,526,285,468,285,0.9284605
426,216,535,223,533,249,424,242,0.8992466
195,212,260,212,260,245,195,245,0.9405672
345,210,389,210,389,246,345,246,0.918312
269,202,335,202,335,255,269,255,0.9316256
425,178,510,180,509,204,425,202,0.91233474
379,164,409,166,407,187,377,184,0.850528
302,148,377,156,373,189,298,181,0.87613183
440,138,481,138,481,165,440,165,0.91421354
63,128,117,130,117,148,62,146,0.8745564
121,125,163,125,163,152,121,152,0.9362577
377,127,436,121,439,146,380,152,0.8596024
302,113,374,121,371,152,299,144,0.88568956
65,102,117,102,117,118,65,118,0.9141978
123,99,170,102,169,121,122,118,0.81644684
221,97,282,97,282,118,221,118,0.880262
172,97,214,95,215,122,173,124,0.89956504
125,74,170,74,170,89,125,89,0.93143064
66,73,118,73,118,89,66,89,0.86202526
251,55,322,55,322,98,251,98,0.9180863
332,49,408,61,400,113,324,101,0.9216574
68,46,120,46,120,61,68,61,0.91552705
125,40,165,40,165,62,125,62,0.8981962
70,19,120,19,120,33,70,33,0.94445646
126,17,153,17,153,34,126,34,0.87801343
