98,185,127,240,113,247,85,193,0.8114569
113,149,141,196,124,207,96,159,0.8336898
7,136,28,134,29,148,8,150,0.8144879
30,132,72,130,72,143,31,145,0.80235237
11,111,35,111,35,128,11,128,0.894938
36,106,72,104,72,123,37,124,0.86248505
14,89,38,89,38,105,14,105,0.89261883
38,83,74,83,74,102,38,102,0.8868127
442,69,488,69,488,82,442,82,0.88473785
16,66,40,66,40,84,16,84,0.87997305
42,66,77,64,78,78,42,80,0.898509
396,57,435,57,435,82,396,82,0.9068646
472,49,504,49,504,60,472,60,0.8530227
432,49,467,49,467,60,432,60,0.91032916
18,49,39,47,40,61,18,63,0.83770114
40,43,64,42,65,57,41,59,0.8629758
397,26,433,26,433,50,397,50,0.9178081
11,25,43,24,44,44,12,45,0.87547714
44,22,87,20,88,41,45,43,0.865211
420,10,453,11,452,28,419,26,0.88303834
384,11,415,11,415,26,384,26,0.9098524
5,4,64,6,64,28,4,26,0.8938177
488,5,532,10,530,24,487,20,0.8700959
454,6,482,5,483,20,455,21,0.86163807
70,5,114,2,115,19,71,22,0.8707287
