502,289,524,298,515,322,492,314,0.8756142
510,265,533,274,525,295,502,286,0.780206
348,203,391,203,391,228,348,228,0.9320421
295,203,341,203,341,228,295,228,0.9137019
395,202,429,200,430,226,396,227,0.9014427
13,156,82,159,80,227,10,224,0.9240386
303,165,347,165,347,188,303,188,0.92940617
354,165,403,164,403,186,354,188,0.9090627
164,130,204,130,204,170,164,170,0.9125176
303,128,348,128,348,150,303,150,0.93126065
353,129,394,127,395,150,353,151,0.909696
209,122,274,121,275,160,210,161,0.9175653
398,111,443,111,443,136,398,136,0.9470257
449,110,486,110,486,131,449,131,0.9116588
301,102,356,100,356,118,302,120,0.88305664
357,103,389,95,393,113,361,120,0.878942
21,88,52,93,45,141,14,136,0.85687125
168,88,208,88,208,126,168,126,0.9187189
55,80,123,80,123,136,55,136,0.94295496
209,88,299,77,304,118,215,129,0.8793208
397,77,441,77,441,102,397,102,0.91611964
302,79,355,77,356,93,302,95,0.8591452
448,77,477,77,477,97,448,97,0.9189533
358,77,386,76,387,94,359,95,0.84519035
303,56,356,54,356,70,303,72,0.8635083
360,53,390,58,388,73,358,68,0.8610884
217,46,275,46,275,84,217,84,0.92841065
172,46,213,48,211,86,170,84,0.89404345
396,44,440,44,440,70,396,70,0.9237726
360,35,379,35,379,50,360,50,0.84016335
303,34,357,32,357,48,304,50,0.8513356
412,32,436,33,436,47,411,45,0.8117975
382,32,409,32,409,46,382,46,0.84994614
57,31,166,18,171,68,63,81,0.8656798
34,21,66,27,57,73,25,67,0.8196007
221,10,298,10,298,42,221,42,0.9554507
177,10,215,10,215,45,177,45,0.9125403
398,6,451,12,448,39,395,32,0.92088234
