158,387,261,397,257,440,154,430,0.8561212
58,363,143,388,127,444,42,419,0.85211927
347,241,411,247,408,276,344,270,0.8107297
297,237,345,239,344,268,295,265,0.81071705
8,222,102,237,95,286,0,271,0.5102251
343,212,381,214,380,239,342,237,0.80490464
292,208,343,211,342,234,290,231,0.8702477
343,181,389,183,387,206,342,204,0.8779375
293,179,341,181,340,204,292,202,0.88726455
7,150,103,153,102,212,6,209,0.58691365
342,154,406,156,405,176,342,174,0.86387706
292,151,339,151,339,174,292,174,0.8918162
342,123,423,132,421,153,340,144,0.8696165
291,120,336,120,336,146,291,146,0.9301397
342,97,434,100,433,122,341,118,0.84240437
289,92,336,92,336,120,289,120,0.9096756
340,66,394,66,394,91,340,91,0.9166957
287,64,335,64,335,92,287,92,0.88854086
337,36,388,38,387,66,336,63,0.8429344
285,35,333,35,333,64,285,64,0.9170795
284,8,331,8,331,36,284,36,0.89738566
