179,567,235,567,235,586,179,586,0.8740573
237,566,292,566,292,585,237,585,0.90597326
179,538,234,538,234,557,179,557,0.8395383
177,518,247,518,247,534,177,534,0.8255302
256,516,324,513,325,532,257,536,0.81516224
243,490,309,486,310,505,244,509,0.8610447
313,134,347,134,347,148,313,148,0.888642
240,127,272,132,268,153,237,148,0.81573266
311,112,344,110,345,124,312,126,0.8213821
246,99,277,106,272,127,241,120,0.83452386
331,95,361,93,362,108,332,110,0.77788234
307,90,329,87,332,108,310,111,0.79510856
251,72,282,80,277,100,246,92,0.8389577
306,67,329,64,332,85,309,88,0.7799595
58,31,203,53,197,89,53,68,0.7399832
192,14,275,16,274,74,191,72,0.87018055
125,13,194,9,197,53,127,57,0.8800277
3,6,40,9,38,33,2,31,0.86585
44,5,121,10,119,31,43,26,0.84370506
