0,505,49,501,51,523,0,527,0.8548564
57,493,114,496,112,521,55,518,0.8803878
385,495,440,489,442,513,387,519,0.8655945
444,489,486,485,488,509,446,512,0.87787044
0,479,49,475,51,497,1,501,0.84314334
378,472,428,468,431,492,380,497,0.8672207
57,467,114,471,112,496,56,492,0.8623543
117,470,156,468,157,486,118,488,0.82628816
430,468,461,465,463,489,432,493,0.8739272
462,466,499,462,502,485,465,489,0.8286062
163,464,213,460,214,482,164,485,0.88149166
0,452,49,449,50,471,1,475,0.8598983
54,446,82,442,85,466,56,469,0.8476792
58,422,119,424,118,443,57,441,0.8561726
0,423,50,419,51,441,1,445,0.8873345
338,270,364,242,381,259,355,287,0.8656114
325,241,348,217,364,233,340,257,0.83684987
445,104,504,107,503,123,444,120,0.8510984
418,97,442,100,441,119,416,117,0.8210715
448,80,493,83,492,99,447,97,0.8359988
423,77,446,79,445,98,422,97,0.8336164
208,64,258,69,254,111,204,106,0.88584477
92,55,193,61,190,105,90,98,0.89962214
448,61,489,65,488,79,447,75,0.8160764
423,56,446,58,445,77,421,75,0.8201254
315,14,398,19,395,58,313,53,0.90083885
207,6,303,13,300,51,205,44,0.9192584
