186,352,219,347,222,367,189,372,0.83494776
182,321,213,316,216,334,185,339,0.83388317
110,320,174,309,181,351,117,362,0.91290146
174,288,206,283,209,303,178,308,0.8279517
129,190,185,190,185,219,129,219,0.89446855
194,191,251,189,252,214,195,216,0.8914411
260,178,341,174,342,198,261,202,0.8867503
192,157,249,155,249,174,193,176,0.86778694
126,148,181,148,181,176,126,176,0.90954316
301,146,342,149,341,168,300,165,0.8322505
266,148,298,148,298,163,266,163,0.8959476
275,123,300,123,300,138,275,138,0.8321123
2,32,53,32,53,49,2,49,0.901941
1,4,54,4,54,26,1,26,0.8940123
