543,359,578,354,583,396,549,401,0.72380143
526,352,560,355,556,402,522,399,0.76471895
546,311,577,308,582,353,551,356,0.7679184
522,303,560,306,557,356,519,354,0.75230163
519,254,557,256,554,307,517,306,0.7609315
542,257,576,253,582,305,548,309,0.66006494
518,202,556,204,553,258,515,255,0.8046054
547,203,578,203,578,259,547,259,0.6991214
400,197,423,201,414,249,392,245,0.6503914
405,160,424,162,420,203,401,201,0.7267029
93,123,141,123,141,148,93,148,0.914562
34,124,86,124,86,147,34,147,0.9330566
339,100,404,100,404,114,339,114,0.87498283
307,99,335,99,335,115,307,115,0.8772344
140,78,246,81,244,116,139,113,0.8939039
337,74,379,76,378,97,336,94,0.8910215
307,76,335,76,335,91,307,91,0.92333734
63,61,129,61,129,109,63,109,0.93457186
164,56,225,58,224,83,163,80,0.883866
338,53,377,53,377,68,338,68,0.8856909
307,53,334,53,334,68,307,68,0.8720292
0,28,91,22,93,66,2,71,0.9317194
407,30,444,30,444,45,407,45,0.8896717
307,30,334,30,334,45,307,45,0.9090055
338,27,401,33,399,49,337,44,0.8374933
99,31,190,18,196,63,105,75,0.9275441
337,7,373,8,372,26,337,25,0.8824451
307,7,334,7,334,23,307,23,0.8888681
