188,571,242,571,242,592,188,592,0.85720086
8,557,67,588,60,600,1,569,0.6704369
169,549,224,549,224,568,169,568,0.9011661
353,547,412,547,412,568,353,568,0.9101312
229,546,282,552,280,570,227,564,0.81441694
297,546,346,546,346,566,297,566,0.86308
6,538,69,570,63,582,0,551,0.72410417
7,519,70,552,63,564,1,531,0.66950685
297,516,346,518,345,537,296,535,0.86571896
243,518,273,518,273,535,243,535,0.84573734
354,515,435,521,433,543,353,537,0.838747
217,518,242,518,242,535,217,535,0.84213203
470,516,504,516,504,530,470,530,0.8420224
437,515,465,515,465,530,437,530,0.82237
6,500,80,536,75,547,1,511,0.6707495
244,500,272,500,272,513,244,513,0.8735014
215,497,240,496,241,511,216,513,0.8015106
470,491,491,491,491,506,470,506,0.8471593
438,491,466,491,466,505,438,505,0.8322345
362,488,410,488,410,508,362,508,0.84775704
304,488,353,488,353,507,304,507,0.8552737
6,476,82,515,76,525,1,487,0.7471761
466,468,514,468,514,481,466,481,0.8776484
434,467,462,467,462,481,434,481,0.9070059
7,451,83,492,78,503,1,461,0.74516153
468,443,531,449,529,462,467,456,0.8004487
434,442,463,442,463,457,434,457,0.8213368
7,423,87,468,79,481,0,436,0.68129766
473,416,508,420,506,439,471,436,0.8314934
440,418,469,418,469,433,440,433,0.82257336
6,398,87,444,81,454,0,408,0.7379334
474,394,506,394,506,408,474,408,0.86410034
442,393,470,393,470,407,442,407,0.856643
10,367,91,417,83,431,1,380,0.7637886
476,369,506,369,506,383,476,383,0.8449913
442,368,470,368,470,382,442,382,0.8716783
470,343,527,344,527,362,469,361,0.84563655
437,344,466,344,466,358,437,358,0.8608453
470,318,512,318,512,338,470,338,0.8313373
439,317,466,317,466,332,439,332,0.87155634
474,292,513,293,513,308,473,306,0.8328143
440,292,467,292,467,307,440,307,0.8806781
170,200,212,214,206,233,163,219,0.7843888
107,193,173,218,165,242,98,217,0.8742728
180,172,221,186,215,203,174,189,0.78064626
10,162,45,159,46,179,11,181,0.81973505
205,148,250,163,245,178,200,162,0.8050115
0,138,34,136,35,154,2,156,0.7961368
38,136,63,136,63,152,38,152,0.77719307
68,119,107,119,107,133,68,133,0.80389345
12,111,64,111,64,143,12,143,0.9026086
69,88,107,88,107,100,69,100,0.86255825
11,75,64,75,64,106,11,106,0.91342616
398,54,426,51,428,69,399,71,0.7194341
74,48,104,48,104,74,74,74,0.9286243
11,39,65,39,65,70,11,70,0.9074885
300,26,418,30,416,90,298,86,0.52077985
72,21,104,21,104,50,72,50,0.8875213
311,16,363,16,363,42,311,42,0.7795663
183,6,250,12,248,31,181,25,0.86530167
249,1,313,9,311,31,246,23,0.88583285
