85,350,148,350,148,378,85,378,0.92605054
29,348,78,348,78,379,29,379,0.908973
168,333,205,330,207,345,169,348,0.82547975
86,316,167,315,167,338,87,339,0.8852429
29,310,79,309,80,340,30,342,0.91579497
161,310,197,309,198,321,162,322,0.8810416
200,304,229,302,230,325,202,327,0.8923954
162,287,198,286,198,299,163,300,0.8640493
202,282,231,282,231,303,202,303,0.8860331
59,263,167,272,164,317,56,308,0.90566367
163,264,200,263,200,276,163,277,0.858229
204,262,233,262,233,280,204,280,0.8794973
106,252,155,252,155,273,106,273,0.8913586
38,251,99,246,101,272,40,277,0.83705
164,241,201,240,201,253,165,254,0.83695656
205,240,225,239,226,257,205,258,0.90003824
100,225,127,225,127,246,100,246,0.8949944
33,225,92,220,94,244,35,249,0.872775
134,219,181,219,181,242,134,242,0.89477205
554,206,580,215,576,228,550,219,0.8620877
106,195,134,197,133,220,105,219,0.8671876
39,198,100,192,102,216,41,221,0.89623016
136,193,168,191,170,213,137,215,0.8553983
554,187,580,196,576,209,550,200,0.86688614
554,167,580,176,575,189,549,180,0.86749697
230,174,250,153,264,167,244,188,0.8303196
216,140,242,156,228,178,203,162,0.83760744
235,95,275,98,273,129,233,127,0.9223931
3,85,67,83,68,119,4,122,0.90969014
108,85,173,83,174,116,109,118,0.92893904
71,81,104,81,104,122,71,122,0.87406296
243,76,280,76,280,90,243,90,0.8602933
3,61,39,61,39,77,3,77,0.8958098
40,58,81,58,81,77,40,77,0.8540518
268,51,305,53,304,77,267,75,0.88443685
203,51,262,49,263,75,203,77,0.8907021
123,18,215,17,215,56,123,57,0.9287779
31,16,121,18,120,59,30,57,0.8969512
275,20,311,23,310,44,273,41,0.8682183
212,18,270,16,271,42,213,44,0.89117044
